Customer ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Customer Status,City,Zip Code,Latitude,Longitude,NPS_baseline,NPS_enrichi,NPS_enrichi_v2,NPS_label
0946-FKYTX,No,0,52,Offer B,No,0.0,No,Yes,Cable,14,No,Yes,No,No,No,No,No,Yes,One Year,No,Mailed Check,30.1,1623.4,11.72,0,0.0,1611.68,3,No,0,51,6290,,,Stayed,Tulare,93274,36.185471,-119.375243,Detracteur,Passif,Passif,Passif
5076-YVXCM,No,0,51,Offer B,Yes,45.92,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,83.4,4149.45,29.76,30,2341.92,6491.61,5,No,0,65,4191,,,Stayed,Tupman,93276,35.316263,-119.402559,Promoteur,Promoteur,Promoteur,Promoteur
8262-COGGB,No,0,1,,Yes,11.61,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.45,20.45,0.0,0,11.61,32.06,3,No,0,48,5384,,,Joined,Visalia,93277,36.303793,-119.375646,Detracteur,Detracteur,Detracteur,Detracteur
6663-JOCQO,Yes,7,31,,Yes,29.06,Yes,Yes,DSL,22,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.25,2344.5,1.99,0,900.86,3243.3700000000003,3,No,0,43,4258,,,Stayed,Wasco,93280,35.652242,-119.4464,Detracteur,Passif,Passif,Passif
9620-QJREV,No,0,47,Offer B,Yes,42.25,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.55,1013.05,0.0,0,1985.75,2998.8,5,No,0,56,3313,,,Stayed,Weldon,93283,35.55647,-118.244914,Promoteur,Promoteur,Promoteur,Promoteur
2480-JZOSN,Yes,8,1,,Yes,35.24,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.65,20.65,0.0,0,35.24,55.89,4,No,0,59,4517,,,Joined,Woody,93287,35.710244,-118.881679,Passif,Promoteur,Promoteur,Promoteur
0078-XZMHT,Yes,5,72,,Yes,32.36,Yes,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.15,6316.2,0.0,0,2329.92,8646.119999999999,3,No,0,76,6322,,,Stayed,Visalia,93291,36.391777,-119.372842,Detracteur,Passif,Passif,Passif
8338-QIUNR,Yes,8,72,,Yes,6.09,Yes,Yes,DSL,41,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66.5,4811.6,45.61,0,438.48,5204.470000000001,3,No,0,49,4397,,,Stayed,Bakersfield,93304,35.339796,-119.023552,Detracteur,Passif,Passif,Passif
1525-LNLOJ,Yes,5,66,,Yes,32.04,Yes,Yes,DSL,19,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,63.3,4189.7,40.62,0,2114.64,6263.719999999999,5,No,0,60,4186,,,Stayed,Bakersfield,93305,35.391733,-118.984109,Promoteur,Promoteur,Promoteur,Promoteur
9450-TRJUU,No,0,35,,Yes,41.21,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.15,2848.45,18.84,0,1442.3500000000001,4271.96,4,No,0,65,2332,,,Stayed,Bakersfield,93306,35.449881,-118.841442,Passif,Passif,Passif,Passif
1766-GKNMI,No,0,29,,Yes,9.49,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,2516.2,47.04,0,275.21,2744.37,3,No,0,69,4388,,,Stayed,Bakersfield,93307,35.280113,-118.962329,Detracteur,Passif,Passif,Passif
6942-LBFDP,No,0,2,,Yes,16.7,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.55,33.6,0.0,0,33.4,67.0,3,No,0,25,5629,,,Joined,Bakersfield,93308,35.559617,-118.925185,Detracteur,Detracteur,Passif,Passif
1456-TWCGB,No,0,4,,Yes,38.01,No,Yes,Cable,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,49.25,208.45,0.0,0,152.04,360.49,3,No,0,37,3272,,,Stayed,Bakersfield,93309,35.342891,-119.064803,Detracteur,Detracteur,Detracteur,Detracteur
7596-ZYWBB,No,0,65,Offer B,Yes,43.29,No,Yes,DSL,76,Yes,Yes,No,Yes,No,No,No,No,Two Year,Yes,Mailed Check,59.6,3739.8,0.0,120,2813.85,6673.65,4,No,0,75,4372,,,Stayed,Bakersfield,93312,35.392599,-119.245341,Passif,Passif,Passif,Passif
3014-WJKSM,Yes,10,29,,Yes,3.35,No,Yes,Fiber Optic,59,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.3,2263.4,0.0,0,97.15,2360.55,4,No,0,40,4910,,,Stayed,San Luis Obispo,93401,35.233745,-120.626442,Passif,Promoteur,Promoteur,Promoteur
3347-YJZZE,Yes,6,29,,Yes,6.73,Yes,Yes,DSL,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,80.1,2211.8,0.0,0,195.17000000000002,2406.9700000000003,4,No,0,70,4558,,,Stayed,Los Osos,93402,35.279984,-120.824288,Passif,Promoteur,Promoteur,Promoteur
7929-DMBCV,Yes,6,20,Offer D,Yes,11.39,No,Yes,Fiber Optic,21,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,81.0,1683.7,0.0,0,227.8,1911.5,3,No,0,22,4741,,,Stayed,Arroyo Grande,93420,35.176236,-120.483243,Detracteur,Passif,Passif,Passif
9661-JALZV,No,0,58,Offer B,Yes,47.9,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.7,1519.0,0.0,0,2778.2,4297.2,4,No,0,54,5138,,,Stayed,Atascadero,93422,35.453912,-120.69461,Passif,Passif,Passif,Passif
5433-KYGHE,No,0,14,Offer D,Yes,47.72,Yes,Yes,Fiber Optic,22,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,86.0,1164.05,0.0,0,668.0799999999999,1832.1299999999999,3,No,0,33,5494,,,Stayed,Avila Beach,93424,35.186644,-120.728305,Detracteur,Passif,Passif,Passif
4312-KFRXN,Yes,2,72,Offer A,Yes,34.29,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.4,1710.9,0.0,0,2468.88,4179.780000000001,3,No,0,30,5512,,,Stayed,Bradley,93426,35.842889,-121.004862,Detracteur,Passif,Passif,Passif
5575-TPIZQ,No,0,46,Offer B,Yes,37.75,Yes,Yes,Fiber Optic,73,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.15,4245.55,0.0,0,1736.5,5982.05,3,No,0,43,5593,,,Stayed,Buellton,93427,34.631362,-120.238218,Detracteur,Passif,Passif,Passif
0114-IGABW,Yes,2,71,Offer A,No,0.0,No,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,58.25,4145.9,0.0,0,0.0,4145.9,5,No,0,76,5224,,,Stayed,Cambria,93428,35.591387,-121.032256,Promoteur,Promoteur,Promoteur,Promoteur
9944-AEXBM,No,0,32,,Yes,37.04,Yes,Yes,Fiber Optic,28,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,2664.3,0.0,0,1185.28,3849.58,3,No,0,26,2383,,,Stayed,Casmalia,93429,34.866032,-120.536546,Detracteur,Passif,Passif,Passif
1853-ARAAQ,No,0,26,,No,0.0,No,Yes,DSL,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.35,1277.5,0.0,0,0.0,1277.5,5,No,0,48,2510,,,Stayed,Cayucos,93430,35.511833,-120.918713,Promoteur,Promoteur,Promoteur,Promoteur
4697-LUPSU,Yes,6,2,,Yes,38.41,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.2,34.75,0.0,0,76.82,111.57,3,No,0,44,3866,,,Joined,Grover Beach,93433,35.120833,-120.61843,Detracteur,Detracteur,Passif,Passif
8434-VGEQQ,No,0,61,Offer B,Yes,46.76,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1305.95,0.0,0,2852.3599999999997,4158.3099999999995,4,No,0,36,4446,,,Stayed,Guadalupe,93434,34.936,-120.594655,Passif,Passif,Passif,Passif
4950-HKQTE,No,0,22,Offer D,Yes,5.28,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.25,605.9,0.0,0,116.16000000000001,722.06,4,No,0,64,5676,,,Stayed,Morro Bay,93442,35.369553,-120.763864,Passif,Passif,Passif,Passif
6786-OBWQR,Yes,8,5,,Yes,47.91,No,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.85,356.1,0.0,0,239.54999999999998,595.65,5,No,0,69,5109,,,Stayed,Nipomo,93444,35.050345,-120.489599,Promoteur,Promoteur,Promoteur,Promoteur
2753-JMMCV,No,0,65,Offer B,Yes,22.23,Yes,Yes,DSL,18,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,4805.65,0.0,0,1444.95,6250.599999999999,3,No,0,39,4774,,,Stayed,Paso Robles,93446,35.634222,-120.728341,Detracteur,Passif,Passif,Passif
6621-YOBKI,No,0,5,,Yes,31.78,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,92.75,0.0,0,158.9,251.65,4,No,0,76,2303,,,Stayed,San Ardo,93450,35.996008,-120.85305,Passif,Passif,Passif,Passif
1216-JWVUX,Yes,4,25,,Yes,4.46,No,Yes,Fiber Optic,58,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1901.05,0.0,0,111.5,2012.55,3,No,0,33,5985,,,Stayed,San Miguel,93451,35.886767,-120.608661,Detracteur,Passif,Passif,Passif
7564-GHCVB,Yes,5,72,Offer A,Yes,7.29,Yes,Yes,Fiber Optic,53,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,79.05,5730.7,0.0,80,524.88,6335.58,3,No,0,40,4689,,,Stayed,San Simeon,93452,35.746484,-121.223355,Detracteur,Passif,Detracteur,Detracteur
1173-NOEYG,Yes,1,27,,Yes,18.74,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.15,2423.4,0.0,0,505.97999999999996,2929.38,4,No,0,67,5750,,,Stayed,Santa Margarita,93453,35.303926,-120.256567,Passif,Promoteur,Promoteur,Promoteur
7595-EHCDL,Yes,10,32,,No,0.0,No,Yes,DSL,19,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,50.6,1653.45,0.0,0,0.0,1653.45,3,No,0,40,3087,,,Stayed,Santa Maria,93454,34.943523,-120.256729,Detracteur,Passif,Passif,Passif
6647-ZEDXT,No,0,30,,Yes,13.16,Yes,Yes,Fiber Optic,27,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.45,3327.05,0.0,0,394.8,3721.8500000000004,4,No,0,45,4983,,,Stayed,Santa Maria,93455,34.818227,-120.418784,Passif,Passif,Passif,Passif
2521-NPUZR,Yes,9,70,Offer A,Yes,41.05,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.0,7085.5,0.0,0,2873.5,9959.0,3,No,0,48,5025,,,Stayed,Santa Maria,93458,34.95934,-120.490081,Detracteur,Passif,Passif,Passif
4381-MHQDC,No,0,47,Offer B,Yes,35.75,Yes,Yes,DSL,13,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,65.0,2879.9,0.0,0,1680.25,4560.15,3,No,0,40,3286,,,Stayed,Solvang,93463,34.624399,-120.137875,Detracteur,Passif,Detracteur,Detracteur
6923-JHPMP,No,0,2,,Yes,35.41,No,Yes,Fiber Optic,25,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,137.1,0.0,0,70.82,207.92,4,No,0,67,5602,,,Joined,Templeton,93465,35.536115,-120.739231,Passif,Passif,Passif,Passif
4018-PPNDW,Yes,9,61,Offer B,Yes,13.35,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.1,1551.6,0.0,0,814.35,2365.95,4,No,0,21,5970,,,Stayed,California City,93505,35.151491,-117.927597,Passif,Promoteur,Promoteur,Promoteur
1635-FJFCC,No,0,5,,Yes,10.99,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.05,202.15,0.0,0,54.95,257.1,5,No,0,74,5846,,,Stayed,Acton,93510,34.501452,-118.207862,Promoteur,Promoteur,Promoteur,Promoteur
6425-JWTDV,Yes,5,48,Offer B,Yes,15.95,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.25,855.1,0.0,0,765.5999999999999,1620.6999999999998,4,No,0,46,2282,,,Stayed,Boron,93516,34.95703,-117.73045,Passif,Promoteur,Promoteur,Promoteur
8405-IGQFX,No,0,63,Offer B,Yes,40.34,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.05,5817.0,0.0,0,2541.42,8358.42,3,No,0,45,4039,,,Stayed,Bridgeport,93517,38.184583,-119.286558,Detracteur,Passif,Passif,Passif
8224-IVVPA,No,0,27,,Yes,25.21,No,Yes,DSL,9,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.7,1652.95,0.0,0,680.6700000000001,2333.62,3,No,0,79,4472,,,Stayed,Caliente,93518,35.358953,-118.527064,Detracteur,Passif,Passif,Passif
9477-LGWQI,Yes,10,70,Offer A,Yes,24.08,No,Yes,DSL,46,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.15,5600.15,0.0,0,1685.6,7285.75,3,No,0,70,5715,,,Stayed,Darwin,93522,36.319181,-117.593053,Detracteur,Passif,Passif,Passif
1410-RSCMR,Yes,3,7,,Yes,49.98,No,Yes,Cable,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,515.75,0.0,0,349.85999999999996,865.6099999999999,3,No,0,30,3459,,,Stayed,Edwards,93523,34.966777,-117.961179,Detracteur,Detracteur,Detracteur,Detracteur
3115-CZMZD,No,0,10,,Yes,13.16,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,202.5,0.0,0,131.6,334.1,4,No,0,68,5504,,,Stayed,Independence,93526,36.869584,-118.189241,Passif,Passif,Passif,Passif
0139-IVFJG,Yes,10,2,,Yes,4.65,No,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.35,190.5,0.0,0,9.3,199.8,3,No,0,29,5361,,,Joined,Temecula,92592,33.507255,-117.029473,Detracteur,Detracteur,Detracteur,Detracteur
5730-DBDSI,No,0,66,Offer A,Yes,45.54,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1253.8,0.0,0,3005.64,4259.44,3,No,0,36,4601,,,Stayed,June Lake,93529,37.730269,-119.055813,Detracteur,Passif,Passif,Passif
0030-FNXPP,No,0,3,,Yes,3.12,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,57.2,0.0,0,9.36,66.56,4,No,0,59,5634,,,Joined,Keeler,93530,36.560498,-117.962461,Passif,Passif,Passif,Passif
5684-FJVYR,Yes,9,72,Offer A,Yes,9.6,Yes,Yes,Fiber Optic,25,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,90.35,6563.4,0.0,0,691.1999999999999,7254.599999999999,3,No,0,49,5794,,,Stayed,Lake Hughes,93532,34.659579,-118.584212,Detracteur,Passif,Passif,Passif
4013-GUXND,No,0,1,Offer E,Yes,48.14,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,20.8,0.0,0,48.14,68.94,4,No,0,38,3678,,,Joined,Lancaster,93534,34.727529,-118.153098,Passif,Passif,Passif,Passif
1266-NZYUI,Yes,6,72,Offer A,Yes,14.65,Yes,Yes,DSL,20,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,66.85,4758.8,0.0,0,1054.8,5813.6,3,No,0,32,6264,,,Stayed,Lee Vining,93541,37.890145,-119.184087,Detracteur,Passif,Detracteur,Detracteur
7969-FFOWG,Yes,2,65,Offer B,Yes,18.07,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1292.6,0.0,0,1174.55,2467.1499999999996,4,No,0,34,6312,,,Stayed,Littlerock,93543,34.505273,-117.955054,Passif,Promoteur,Promoteur,Promoteur
4718-DHSMV,No,0,11,Offer D,No,0.0,No,Yes,DSL,52,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,35.8,363.15,0.0,0,0.0,363.15,5,No,0,44,2534,,,Stayed,Llano,93544,34.500091,-117.765862,Promoteur,Promoteur,Promoteur,Promoteur
5175-WLYXL,No,0,22,Offer D,Yes,30.35,Yes,Yes,Fiber Optic,10,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,78.85,1600.25,0.0,50,667.7,2317.95,5,No,0,75,2444,,,Stayed,Fallbrook,92028,33.362575,-117.299644,Promoteur,Promoteur,Promoteur,Promoteur
7817-OMJNA,No,0,14,Offer D,Yes,36.42,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.4,275.7,0.0,0,509.88,785.5799999999999,5,No,0,50,5068,,,Stayed,Mammoth Lakes,93546,37.550074,-118.837167,Promoteur,Promoteur,Promoteur,Promoteur
8728-SKJLR,No,0,41,Offer B,Yes,1.08,No,Yes,Fiber Optic,6,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,3089.1,0.0,0,44.28,3133.38,3,No,0,78,3277,,,Stayed,Olancha,93549,36.296851,-117.865469,Detracteur,Passif,Passif,Passif
3137-NYQQI,Yes,2,17,Offer D,Yes,45.35,No,Yes,DSL,11,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,64.8,1175.6,0.0,0,770.95,1946.55,4,No,0,70,3546,,,Stayed,Palmdale,93550,34.536232,-118.082935,Passif,Promoteur,Promoteur,Promoteur
7706-DZNKK,No,0,11,Offer D,Yes,44.53,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.45,237.3,0.0,0,489.83000000000004,727.1300000000001,4,No,0,29,2642,,,Stayed,Palmdale,93551,34.613476,-118.256358,Passif,Passif,Passif,Passif
8823-RLPWL,Yes,5,72,Offer A,Yes,41.21,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.65,8065.65,0.0,0,2967.12,11032.77,4,No,0,22,4259,,,Stayed,Rosamond,93560,34.903052,-118.411251,Passif,Promoteur,Promoteur,Promoteur
9505-SQFSW,Yes,6,3,Offer E,No,0.0,No,Yes,Cable,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,40.3,92.5,0.0,0,0.0,92.5,4,No,0,65,5651,,,Joined,Tehachapi,93561,35.073777,-118.652112,Passif,Promoteur,Promoteur,Promoteur
3758-CKOQL,Yes,7,59,Offer B,Yes,41.15,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,107.0,6152.3,0.0,0,2427.85,8580.15,4,No,0,51,4620,,,Stayed,Valyermo,93563,34.39583,-117.734568,Passif,Promoteur,Promoteur,Promoteur
5676-CFLYY,Yes,4,71,Offer A,Yes,16.24,No,Yes,Cable,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.35,5154.5,0.0,0,1153.04,6307.54,5,No,0,68,5124,,,Stayed,Ahwahnee,93601,37.375816,-119.739935,Promoteur,Promoteur,Promoteur,Promoteur
7521-AFHAB,Yes,10,5,Offer E,Yes,35.6,No,Yes,Cable,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.8,220.45,0.0,0,178.0,398.45,3,No,0,64,2492,,,Stayed,Auberry,93602,36.991762,-119.242874,Detracteur,Detracteur,Detracteur,Detracteur
0285-INHLN,Yes,5,27,,Yes,36.19,No,Yes,DSL,53,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0.0,0,977.1299999999999,2487.43,3,No,0,41,3519,,,Stayed,Badger,93603,36.64545,-118.924982,Detracteur,Passif,Passif,Passif
5125-CNDSP,No,0,63,Offer B,No,0.0,No,Yes,DSL,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.6,2588.95,0.0,0,0.0,2588.95,3,No,0,80,6406,,,Stayed,Big Creek,93605,37.17277,-119.2997,Detracteur,Passif,Detracteur,Detracteur
4992-LTJNE,Yes,5,72,Offer A,Yes,24.24,Yes,Yes,DSL,27,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,55.3,3983.6,0.0,0,1745.28,5728.88,4,No,0,64,6259,,,Stayed,Cantua Creek,93608,36.488056,-120.407691,Passif,Promoteur,Promoteur,Promoteur
2202-OUTMO,Yes,5,34,,Yes,12.3,Yes,Yes,DSL,26,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.85,2003.6,0.0,0,418.20000000000005,2421.8,4,No,0,73,3012,,,Stayed,Caruthers,93609,36.5276,-119.865999,Passif,Promoteur,Promoteur,Promoteur
0810-BDHAW,Yes,4,24,,Yes,31.62,Yes,Yes,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,78.4,1832.4,0.0,130,758.88,2721.28,3,No,0,77,2506,,,Stayed,Chowchilla,93610,37.100948,-120.270136,Detracteur,Passif,Passif,Passif
0229-LFJAF,No,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0.0,0,263.52,5171.77,5,No,0,32,4262,,,Stayed,Clovis,93611,36.917652,-119.593757,Promoteur,Promoteur,Promoteur,Promoteur
7131-ZQZNK,Yes,1,60,Offer B,No,0.0,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.85,3590.2,0.0,0,0.0,3590.2,5,No,0,37,5790,,,Stayed,Clovis,93612,36.814539,-119.711868,Promoteur,Promoteur,Promoteur,Promoteur
3442-ZHHCC,No,0,68,Offer A,Yes,1.27,Yes,Yes,Cable,13,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,76.9,5023.0,0.0,0,86.36,5109.36,4,No,0,53,5355,,,Stayed,Coarsegold,93614,37.212191,-119.749323,Passif,Passif,Passif,Passif
5726-CVNYA,Yes,8,8,Offer E,Yes,17.09,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,146.6,0.0,0,136.72,283.32,5,No,0,65,3260,,,Stayed,Cutler,93615,36.497895,-119.285484,Promoteur,Promoteur,Promoteur,Promoteur
9871-ELEYA,No,0,34,,Yes,20.75,No,Yes,DSL,27,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,67.65,2339.3,0.0,0,705.5,3044.8,3,No,0,40,4263,,,Stayed,Del Rey,93616,36.657462,-119.595293,Detracteur,Passif,Passif,Passif
4257-GAESD,No,0,6,Offer E,No,0.0,No,Yes,Cable,52,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,45.0,298.7,0.0,0,0.0,298.7,5,No,0,72,2270,,,Stayed,Dinuba,93618,36.523619,-119.386868,Promoteur,Promoteur,Promoteur,Promoteur
5173-WXOQV,Yes,2,2,Offer E,Yes,4.41,No,Yes,DSL,26,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,64.2,143.65,0.0,30,8.82,182.47,4,No,0,56,4369,,,Joined,Dos Palos,93620,37.045728,-120.630682,Passif,Promoteur,Promoteur,Promoteur
2040-OBMLJ,No,0,31,,Yes,17.18,Yes,Yes,Fiber Optic,76,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,81.7,2548.65,0.0,0,532.58,3081.23,5,No,0,68,4850,,,Stayed,Dunlap,93621,36.789213,-119.140338,Promoteur,Promoteur,Promoteur,Promoteur
6286-ZHAOK,Yes,6,20,Offer D,Yes,36.85,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.55,507.4,0.0,0,737.0,1244.4,4,No,0,35,3235,,,Stayed,Firebaugh,93622,36.785618,-120.625382,Passif,Promoteur,Promoteur,Promoteur
3807-XHCJH,Yes,4,1,,Yes,6.86,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,20.0,0.0,0,6.86,26.86,4,No,0,33,2358,,,Joined,Fish Camp,93623,37.483535,-119.679414,Passif,Promoteur,Promoteur,Promoteur
8859-AXJZP,Yes,7,39,,Yes,29.56,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,23.8,903.8,0.0,0,1152.84,2056.64,5,No,0,30,3970,,,Stayed,Helm,93627,36.520537,-120.118055,Promoteur,Promoteur,Promoteur,Promoteur
3174-AKMAS,Yes,1,46,,Yes,37.02,No,Yes,DSL,6,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,64.2,3009.5,0.0,0,1702.92,4712.42,4,No,0,41,4699,,,Stayed,Hume,93628,36.807595,-118.901544,Passif,Promoteur,Promoteur,Promoteur
9926-PJHDQ,Yes,5,72,Offer A,Yes,43.47,Yes,Yes,Cable,9,No,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,76.8,5468.45,0.0,90,3129.84,8688.29,3,No,0,34,5120,,,Stayed,Kingsburg,93631,36.478239,-119.52137,Detracteur,Passif,Detracteur,Detracteur
7382-DFJTU,No,0,18,Offer D,Yes,47.72,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.2,1058.1,0.0,0,858.96,1917.06,4,No,0,44,2110,,,Stayed,Lakeshore,93634,37.290606,-119.216328,Passif,Passif,Passif,Passif
2798-NYLMZ,Yes,10,71,Offer A,Yes,31.97,Yes,Yes,Fiber Optic,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.55,7616.0,0.0,0,2269.87,9885.869999999999,3,No,0,58,4111,,,Stayed,Los Banos,93635,36.995162,-120.955099,Detracteur,Passif,Passif,Passif
